StreetName,StreetType,PostDirection
SANTA MONICA,WAY,
SCENIC,WAY,
SELMA,WAY,
SEQUOIA,WAY,
SKYVIEW,WAY,
STARR KING,WAY,
STARVIEW,WAY,
SUMMIT,WAY,
SUNRISE,WAY,
SYDNEY,WAY,
THOMAS MORE,WAY,
THORNE,WAY,
TOLEDO,WAY,
TOPAZ,WAY,
TREAT,WAY,
TURQUOISE,WAY,
VERDUN,WAY,
WAITHMAN,WAY,
WATCHMAN,WAY,
WHITECLIFF,WAY,
WHITING,WAY,
WILDWOOD,WAY,
WINDING,WAY,
WINN,WAY,
AL SCOMA,WAY,
ODD FELLOWS,WAY,
FRIDA KAHLO,WAY,
WARRIORS,WAY,
SAM JORDANS,WAY,
JEFF ADACHI,WAY,
AVENUE B,,
AVENUE C,,
AVENUE D,,
AVENUE E,,
AVENUE F,,
AVENUE H,,
AVENUE I,,
AVENUE M,,
AVENUE N,,
AVENUE OF THE PALMS,,
BROADWAY,,
CANDLESTICK POINT SRA,,
CCSF PARKING LOT,,
CHANNEL,,
CHURCH PARKING LOT,,
EASEMENT,,
EL CAMINO DEL MAR,,
FORT MASON 10,,
FORT MASON 12,,
FORT MASON 13,,
FORT MASON 15,,
FORT MASON 16,,
FORT MASON 17,,
FORT MASON 18,,
FORT MASON 19,,
FORT MASON 20,,
FORT MASON 21,,
FORT MASON 8,,
FORT MASON 9,,
FORT MILEY 3,,
FORT MILEY 5,,
FORT MILEY 6,,
FORT MILEY 7,,
GGP ACCESS ROAD,,
HWY 1 NORTHBOUND,,
HWY 1 SOUTHBOUND,,
HWY 101 NORTHBOUND,,
HWY 101 SOUTHBOUND,,
I-280 NORTHBOUND,,
I-280 SOUTHBOUND,,
I-80 EASTBOUND,,
I-80 WESTBOUND,,
LA AVANZADA,,
LA PLAYA,,
LAKE MERCED HILL,,
LETTERMAN HOSPITAL ACCESS,,
SFGH ACCESS,,
SOUTH PARK,,
TANDANG SORA,,
THE EMBARCADERO,,
TOLL PLAZA TUNNEL,,
TRANSBAY HUMP,,
TRANSBAY LOOP,,
UNNAMED 009,,
UNNAMED 010,,
UNNAMED 011,,
UNNAMED 012,,
UNNAMED 014,,
UNNAMED 017,,
UNNAMED 018,,
UNNAMED 021,,
UNNAMED 024,,
UNNAMED 025,,
UNNAMED 026,,
UNNAMED 027,,
UNNAMED 030,,
UNNAMED 031,,
UNNAMED 032,,
UNNAMED 033,,
UNNAMED 034,,
UNNAMED 035,,
UNNAMED 036,,
UNNAMED 037,,
UNNAMED 038,,
UNNAMED 039,,
UNNAMED 040,,
UNNAMED 041,,
UNNAMED 042,,
UNNAMED 043,,
UNNAMED 044,,
UNNAMED 051,,
UNNAMED 052,,
UNNAMED 053,,
UNNAMED 064,,
UNNAMED 065,,
UNNAMED 068,,
UNNAMED 069,,
UNNAMED 070,,
UNNAMED 071,,
UNNAMED 075,,
UNNAMED 077,,
UNNAMED 078,,
UNNAMED 080,,
UNNAMED 083,,
UNNAMED 084,,
UNNAMED 087,,
UNNAMED 088,,
UNNAMED 090,,
UNNAMED 095,,
UNNAMED 096,,
UNNAMED 097,,
UNNAMED 098,,
UNNAMED 099,,
UNNAMED 100,,
UNNAMED 101,,
UNNAMED 105,,
UNNAMED 106,,
UNNAMED 107,,
UNNAMED 108,,
UNNAMED 112,,
UNNAMED 113,,
UNNAMED 115,,
UNNAMED 117,,
UNNAMED 119,,
UNNAMED 120,,
UNNAMED 124,,
UNNAMED 128,,
UNNAMED 129,,
UNNAMED 139,,
UNNAMED 142,,
UNNAMED 144,,
UNNAMED 145,,
UNNAMED 146,,
UNNAMED 148,,
UNNAMED 150,,
UNNAMED 151,,
UNNAMED 152,,
UNNAMED 153,,
UNNAMED 161,,
UNNAMED 163,,
UNNAMED 165,,
UNNAMED 185,,
UNNAMED 186,,
UNNAMED 187,,
UNNAMED 188,,
UNNAMED 2,,
VIA BUFANO,,
VIA FERLINGHETTI,,
WALKWAY,,
WEST BROADWAY,,
YELLOW CAB ACCESS ROAD,,
UNNAMED 190,,
UNNAMED 191,,
UNNAMED 193,,
UNNAMED 192,,
AVENUE G,,
LONG BRIDGE VARA,,
